소득 분위,가구주 연령대,가구주 학력 수준,가구주 종사상 지위,가구원 수,취업자 수,가구 유형,가구소득(만원)
5분위,40~49세,중졸,임시·일용근로자,3인,1인,다문화가구,19661.0
2분위,60세 이상,중졸,자영업자,4인,2인,다문화가구,9093.0
1분위,60세 이상,중졸,상용근로자,4인,3인 이상,노인가구,1254.0
4분위,39세 이하,대졸 이상,기타(무직 등),3인,0인,다문화가구,4516.0
5분위,30~39세,대졸 이상,자영업자,1인,3인 이상,한부모가구,17043.0
4분위,65세 이상,고졸,상용근로자,1인,1인,다문화가구,7166.0
1분위,30~39세,중졸,상용근로자,4인,2인,노인가구,895.0
4분위,50~59세,대졸 이상,상용근로자,1인,2인,다문화가구,9693.0
4분위,60세 이상,중졸,임시·일용근로자,1인,0인,노인가구,7902.0
4분위,40~49세,대졸 이상,상용근로자,3인,0인,다문화가구,9727.0
4분위,40~49세,대졸 이상,임시·일용근로자,3인,3인 이상,장애인가구,6017.0
5분위,50~59세,초졸 이하,상용근로자,1인,2인,노인가구,19446.0
4분위,30~39세,중졸,상용근로자,3인,0인,다문화가구,5081.0
1분위,40~49세,중졸,임시·일용근로자,5인 이상,0인,한부모가구,1081.0
3분위,30~39세,대졸 이상,임시·일용근로자,4인,3인 이상,노인가구,7722.0
1분위,65세 이상,중졸,자영업자,5인 이상,3인 이상,노인가구,3021.0
3분위,50~59세,대졸 이상,상용근로자,5인 이상,2인,다문화가구,11648.0
3분위,30~39세,중졸,임시·일용근로자,1인,1인,장애인가구,13094.0
1분위,65세 이상,초졸 이하,자영업자,1인,1인,장애인가구,2653.0
2분위,30~39세,중졸,자영업자,5인 이상,2인,다문화가구,23291.0
1분위,30~39세,초졸 이하,임시·일용근로자,5인 이상,1인,다문화가구,1530.0
5분위,40~49세,고졸,상용근로자,2인,2인,한부모가구,28251.0
5분위,39세 이하,중졸,자영업자,2인,2인,다문화가구,23999.0
1분위,60세 이상,중졸,상용근로자,4인,0인,노인가구,2242.0
5분위,30~39세,중졸,상용근로자,5인 이상,1인,다문화가구,32546.0
3분위,30~39세,초졸 이하,자영업자,3인,2인,한부모가구,7196.0
2분위,30~39세,중졸,임시·일용근로자,2인,1인,다문화가구,4515.0
1분위,39세 이하,중졸,상용근로자,1인,1인,다문화가구,1710.0
3분위,65세 이상,대졸 이상,기타(무직 등),5인 이상,3인 이상,노인가구,7910.0
4분위,50~59세,고졸,임시·일용근로자,3인,1인,장애인가구,9774.0
4분위,40~49세,초졸 이하,자영업자,3인,2인,다문화가구,16078.0
1분위,39세 이하,대졸 이상,기타(무직 등),3인,0인,한부모가구,1243.0
1분위,65세 이상,초졸 이하,상용근로자,1인,1인,다문화가구,1332.0
3분위,30~39세,대졸 이상,임시·일용근로자,2인,2인,다문화가구,9125.0
2분위,65세 이상,고졸,기타(무직 등),3인,3인 이상,노인가구,5031.0
2분위,39세 이하,대졸 이상,임시·일용근로자,2인,1인,장애인가구,2563.0
2분위,39세 이하,초졸 이하,상용근로자,4인,0인,장애인가구,4370.0
5분위,39세 이하,중졸,임시·일용근로자,1인,1인,장애인가구,21071.0
5분위,50~59세,중졸,기타(무직 등),2인,2인,다문화가구,28445.0
3분위,60세 이상,고졸,임시·일용근로자,2인,1인,노인가구,5362.0
5분위,40~49세,초졸 이하,자영업자,3인,1인,노인가구,10067.0
2분위,50~59세,초졸 이하,자영업자,3인,3인 이상,다문화가구,5579.0
3분위,50~59세,초졸 이하,기타(무직 등),1인,1인,노인가구,3710.0
2분위,60세 이상,고졸,임시·일용근로자,2인,0인,장애인가구,4613.0
4분위,50~59세,중졸,기타(무직 등),5인 이상,1인,노인가구,4297.0
5분위,39세 이하,대졸 이상,임시·일용근로자,3인,3인 이상,다문화가구,27677.0
4분위,39세 이하,고졸,상용근로자,3인,2인,다문화가구,6326.0
2분위,65세 이상,대졸 이상,자영업자,4인,1인,한부모가구,10677.0
4분위,30~39세,중졸,상용근로자,1인,1인,한부모가구,13434.0
1분위,50~59세,고졸,임시·일용근로자,2인,3인 이상,노인가구,1162.0
5분위,30~39세,중졸,상용근로자,2인,3인 이상,노인가구,10425.0
3분위,40~49세,대졸 이상,기타(무직 등),2인,3인 이상,다문화가구,7876.0
3분위,39세 이하,초졸 이하,기타(무직 등),3인,1인,한부모가구,8161.0
3분위,65세 이상,초졸 이하,임시·일용근로자,1인,0인,한부모가구,9774.0
4분위,40~49세,대졸 이상,자영업자,2인,3인 이상,장애인가구,6307.0
1분위,65세 이상,초졸 이하,기타(무직 등),5인 이상,2인,장애인가구,2029.0
4분위,60세 이상,대졸 이상,자영업자,4인,1인,다문화가구,9568.0
2분위,39세 이하,고졸,임시·일용근로자,4인,2인,다문화가구,4810.0
4분위,40~49세,고졸,자영업자,2인,2인,다문화가구,6472.0
5분위,60세 이상,고졸,임시·일용근로자,3인,0인,다문화가구,14865.0
5분위,40~49세,초졸 이하,상용근로자,4인,2인,한부모가구,11544.0
3분위,65세 이상,중졸,임시·일용근로자,4인,3인 이상,다문화가구,8711.0
3분위,60세 이상,초졸 이하,상용근로자,4인,3인 이상,다문화가구,8806.0
1분위,60세 이상,초졸 이하,임시·일용근로자,4인,1인,한부모가구,1671.0
4분위,39세 이하,중졸,기타(무직 등),2인,0인,장애인가구,17441.0
2분위,30~39세,중졸,기타(무직 등),1인,0인,다문화가구,5228.0
3분위,65세 이상,중졸,자영업자,1인,2인,장애인가구,12719.0
2분위,65세 이상,중졸,임시·일용근로자,3인,0인,한부모가구,6042.0
1분위,60세 이상,초졸 이하,임시·일용근로자,5인 이상,2인,장애인가구,1368.0
4분위,60세 이상,대졸 이상,임시·일용근로자,1인,2인,한부모가구,8204.0
1분위,39세 이하,고졸,자영업자,5인 이상,0인,다문화가구,1470.0
4분위,30~39세,대졸 이상,기타(무직 등),1인,1인,장애인가구,9624.0
2분위,65세 이상,초졸 이하,임시·일용근로자,1인,2인,다문화가구,3755.0
1분위,50~59세,중졸,자영업자,3인,3인 이상,노인가구,837.0
3분위,50~59세,고졸,임시·일용근로자,4인,3인 이상,노인가구,11056.0
1분위,30~39세,고졸,상용근로자,3인,0인,장애인가구,2156.0
2분위,40~49세,대졸 이상,임시·일용근로자,1인,0인,한부모가구,7427.0
4분위,39세 이하,초졸 이하,상용근로자,4인,2인,장애인가구,9155.0
1분위,30~39세,초졸 이하,자영업자,4인,2인,한부모가구,2046.0
5분위,50~59세,초졸 이하,자영업자,4인,3인 이상,노인가구,21292.0
1분위,60세 이상,고졸,기타(무직 등),5인 이상,2인,한부모가구,2062.0
2분위,50~59세,대졸 이상,임시·일용근로자,1인,3인 이상,노인가구,3908.0
4분위,60세 이상,고졸,자영업자,2인,2인,장애인가구,5549.0
2분위,39세 이하,고졸,기타(무직 등),3인,1인,다문화가구,4719.0
1분위,60세 이상,중졸,임시·일용근로자,5인 이상,1인,다문화가구,1495.0
2분위,30~39세,대졸 이상,자영업자,3인,3인 이상,다문화가구,5004.0
2분위,60세 이상,중졸,상용근로자,2인,1인,한부모가구,2602.0
5분위,40~49세,초졸 이하,자영업자,4인,1인,다문화가구,31869.0
2분위,30~39세,고졸,상용근로자,2인,0인,한부모가구,4940.0
4분위,39세 이하,대졸 이상,기타(무직 등),3인,2인,다문화가구,9220.0
5분위,30~39세,초졸 이하,기타(무직 등),2인,0인,한부모가구,26332.0
3분위,40~49세,대졸 이상,임시·일용근로자,1인,3인 이상,한부모가구,3331.0
5분위,39세 이하,고졸,임시·일용근로자,2인,0인,노인가구,13043.0
2분위,50~59세,대졸 이상,임시·일용근로자,1인,3인 이상,노인가구,4721.0
5분위,40~49세,초졸 이하,기타(무직 등),2인,1인,장애인가구,13991.0
1분위,39세 이하,중졸,상용근로자,1인,0인,노인가구,1404.0
4분위,60세 이상,고졸,임시·일용근로자,1인,1인,한부모가구,15351.0
3분위,30~39세,중졸,임시·일용근로자,2인,2인,노인가구,11141.0
2분위,39세 이하,고졸,기타(무직 등),5인 이상,1인,노인가구,8086.0
4분위,30~39세,초졸 이하,상용근로자,4인,2인,노인가구,8769.0
4분위,60세 이상,고졸,자영업자,4인,1인,한부모가구,4916.0
1분위,39세 이하,중졸,임시·일용근로자,4인,0인,한부모가구,655.0
1분위,50~59세,고졸,자영업자,1인,0인,장애인가구,816.0
4분위,40~49세,초졸 이하,자영업자,4인,1인,노인가구,9937.0
4분위,39세 이하,고졸,임시·일용근로자,1인,3인 이상,노인가구,8715.0
5분위,60세 이상,중졸,기타(무직 등),5인 이상,3인 이상,한부모가구,14715.0
4분위,39세 이하,초졸 이하,임시·일용근로자,2인,2인,장애인가구,7425.0
5분위,30~39세,중졸,상용근로자,2인,2인,장애인가구,35789.0
4분위,65세 이상,고졸,상용근로자,1인,1인,한부모가구,6192.0
2분위,39세 이하,대졸 이상,임시·일용근로자,1인,0인,노인가구,7989.0
1분위,50~59세,중졸,자영업자,5인 이상,2인,장애인가구,1506.0
4분위,39세 이하,고졸,상용근로자,4인,1인,장애인가구,8398.0
4분위,40~49세,대졸 이상,상용근로자,5인 이상,2인,노인가구,13777.0
1분위,39세 이하,대졸 이상,임시·일용근로자,2인,0인,장애인가구,2701.0
2분위,65세 이상,초졸 이하,임시·일용근로자,2인,2인,노인가구,5008.0
5분위,30~39세,대졸 이상,기타(무직 등),4인,1인,장애인가구,22035.0
3분위,39세 이하,중졸,임시·일용근로자,2인,2인,장애인가구,9843.0
3분위,50~59세,중졸,임시·일용근로자,1인,3인 이상,한부모가구,8535.0
3분위,60세 이상,대졸 이상,상용근로자,2인,2인,장애인가구,9234.0
2분위,39세 이하,고졸,상용근로자,3인,0인,노인가구,4186.0
2분위,39세 이하,중졸,상용근로자,4인,0인,장애인가구,4877.0
2분위,40~49세,중졸,자영업자,4인,0인,한부모가구,4370.0
1분위,50~59세,초졸 이하,상용근로자,4인,0인,장애인가구,2158.0
4분위,65세 이상,고졸,상용근로자,3인,1인,다문화가구,8283.0
3분위,60세 이상,대졸 이상,임시·일용근로자,5인 이상,2인,노인가구,5064.0
5분위,30~39세,고졸,기타(무직 등),1인,2인,다문화가구,11984.0
5분위,39세 이하,초졸 이하,상용근로자,4인,2인,한부모가구,4452.0
2분위,65세 이상,초졸 이하,기타(무직 등),2인,2인,다문화가구,4523.0
4분위,60세 이상,고졸,상용근로자,1인,1인,장애인가구,8736.0
3분위,30~39세,초졸 이하,상용근로자,2인,0인,노인가구,8059.0
5분위,65세 이상,초졸 이하,기타(무직 등),1인,2인,다문화가구,35340.0
2분위,50~59세,초졸 이하,임시·일용근로자,1인,2인,장애인가구,6937.0
4분위,50~59세,고졸,상용근로자,2인,0인,다문화가구,10639.0
4분위,60세 이상,초졸 이하,기타(무직 등),2인,3인 이상,장애인가구,4459.0
2분위,30~39세,대졸 이상,상용근로자,1인,3인 이상,장애인가구,4764.0
1분위,50~59세,대졸 이상,자영업자,4인,0인,다문화가구,1239.0
4분위,60세 이상,중졸,자영업자,2인,2인,한부모가구,6283.0
4분위,50~59세,대졸 이상,자영업자,3인,0인,노인가구,6249.0
2분위,50~59세,중졸,자영업자,3인,2인,한부모가구,2674.0
4분위,65세 이상,고졸,임시·일용근로자,1인,2인,다문화가구,5166.0
2분위,65세 이상,초졸 이하,자영업자,5인 이상,3인 이상,장애인가구,7819.0
4분위,50~59세,대졸 이상,기타(무직 등),1인,3인 이상,다문화가구,8127.0
1분위,40~49세,중졸,상용근로자,1인,2인,장애인가구,1229.0
5분위,65세 이상,고졸,기타(무직 등),4인,2인,장애인가구,15971.0
2분위,30~39세,중졸,자영업자,4인,2인,한부모가구,8792.0
2분위,60세 이상,초졸 이하,임시·일용근로자,5인 이상,3인 이상,한부모가구,5521.0
1분위,60세 이상,대졸 이상,자영업자,5인 이상,2인,다문화가구,1868.0
1분위,30~39세,고졸,자영업자,5인 이상,0인,노인가구,1073.0
3분위,30~39세,중졸,임시·일용근로자,5인 이상,1인,한부모가구,6645.0
2분위,30~39세,고졸,임시·일용근로자,5인 이상,1인,장애인가구,6350.0
5분위,30~39세,중졸,임시·일용근로자,1인,2인,다문화가구,34125.0
1분위,39세 이하,중졸,임시·일용근로자,1인,0인,다문화가구,2666.0
2분위,60세 이상,초졸 이하,임시·일용근로자,3인,2인,노인가구,6959.0
2분위,39세 이하,초졸 이하,임시·일용근로자,3인,0인,다문화가구,5856.0
1분위,50~59세,중졸,상용근로자,2인,3인 이상,한부모가구,2636.0
1분위,50~59세,대졸 이상,자영업자,1인,3인 이상,장애인가구,2068.0
3분위,60세 이상,고졸,자영업자,5인 이상,2인,다문화가구,3400.0
3분위,50~59세,고졸,임시·일용근로자,2인,3인 이상,다문화가구,5583.0
3분위,30~39세,초졸 이하,기타(무직 등),4인,2인,장애인가구,9743.0
3분위,39세 이하,대졸 이상,임시·일용근로자,1인,1인,다문화가구,4164.0
3분위,30~39세,중졸,상용근로자,3인,0인,다문화가구,5943.0
1분위,50~59세,초졸 이하,기타(무직 등),1인,0인,노인가구,1138.0
3분위,65세 이상,중졸,상용근로자,1인,1인,한부모가구,7681.0
5분위,39세 이하,중졸,기타(무직 등),1인,1인,다문화가구,14268.0
3분위,30~39세,초졸 이하,기타(무직 등),1인,1인,한부모가구,7581.0
4분위,60세 이상,대졸 이상,임시·일용근로자,4인,1인,노인가구,11971.0
2분위,30~39세,고졸,상용근로자,3인,3인 이상,한부모가구,4957.0
4분위,65세 이상,초졸 이하,기타(무직 등),1인,0인,노인가구,7378.0
4분위,50~59세,대졸 이상,상용근로자,4인,0인,한부모가구,5016.0
3분위,39세 이하,중졸,임시·일용근로자,2인,1인,한부모가구,12820.0
5분위,60세 이상,초졸 이하,임시·일용근로자,1인,2인,다문화가구,12236.0
1분위,39세 이하,고졸,임시·일용근로자,4인,2인,한부모가구,974.0
1분위,60세 이상,고졸,임시·일용근로자,5인 이상,2인,다문화가구,1639.0
4분위,39세 이하,중졸,자영업자,2인,2인,다문화가구,6332.0
5분위,50~59세,초졸 이하,기타(무직 등),3인,3인 이상,한부모가구,12969.0
1분위,60세 이상,고졸,자영업자,1인,0인,다문화가구,1669.0
2분위,40~49세,초졸 이하,임시·일용근로자,1인,0인,한부모가구,4837.0
1분위,39세 이하,고졸,기타(무직 등),4인,0인,장애인가구,3794.0
2분위,39세 이하,중졸,기타(무직 등),3인,2인,다문화가구,5349.0
4분위,30~39세,중졸,상용근로자,5인 이상,1인,장애인가구,11017.0
3분위,60세 이상,초졸 이하,임시·일용근로자,2인,2인,장애인가구,3914.0
2분위,65세 이상,대졸 이상,자영업자,3인,0인,다문화가구,3907.0
2분위,40~49세,대졸 이상,상용근로자,1인,2인,노인가구,3569.0
1분위,50~59세,중졸,기타(무직 등),4인,1인,노인가구,1027.0
2분위,30~39세,고졸,자영업자,5인 이상,1인,장애인가구,6509.0
4분위,40~49세,대졸 이상,임시·일용근로자,4인,2인,장애인가구,13021.0
5분위,60세 이상,중졸,자영업자,2인,0인,한부모가구,18372.0
5분위,40~49세,고졸,자영업자,3인,3인 이상,장애인가구,14619.0
1분위,39세 이하,고졸,자영업자,4인,0인,다문화가구,1169.0
5분위,39세 이하,대졸 이상,상용근로자,4인,3인 이상,노인가구,24988.0
4분위,30~39세,중졸,기타(무직 등),1인,0인,노인가구,19704.0
4분위,60세 이상,고졸,자영업자,4인,2인,노인가구,9083.0
3분위,60세 이상,고졸,기타(무직 등),5인 이상,3인 이상,다문화가구,12391.0
2분위,40~49세,초졸 이하,상용근로자,3인,0인,한부모가구,6324.0
2분위,30~39세,초졸 이하,임시·일용근로자,2인,2인,다문화가구,7457.0
1분위,60세 이상,대졸 이상,임시·일용근로자,4인,0인,다문화가구,945.0
2분위,65세 이상,초졸 이하,자영업자,5인 이상,1인,노인가구,4534.0
2분위,65세 이상,중졸,상용근로자,2인,1인,다문화가구,6457.0
3분위,39세 이하,대졸 이상,임시·일용근로자,5인 이상,0인,장애인가구,13822.0
4분위,40~49세,대졸 이상,상용근로자,4인,2인,다문화가구,6203.0
3분위,50~59세,초졸 이하,상용근로자,4인,0인,노인가구,3773.0
1분위,39세 이하,고졸,자영업자,3인,2인,노인가구,1233.0
5분위,30~39세,중졸,자영업자,1인,3인 이상,다문화가구,23975.0
5분위,60세 이상,중졸,상용근로자,5인 이상,1인,장애인가구,8494.0
4분위,39세 이하,중졸,상용근로자,1인,3인 이상,장애인가구,5374.0
5분위,50~59세,대졸 이상,자영업자,1인,2인,노인가구,17036.0
3분위,50~59세,중졸,상용근로자,2인,0인,장애인가구,8124.0
5분위,65세 이상,고졸,자영업자,2인,1인,장애인가구,20303.0
1분위,30~39세,고졸,기타(무직 등),5인 이상,2인,한부모가구,921.0
2분위,39세 이하,초졸 이하,상용근로자,1인,2인,한부모가구,4840.0
2분위,40~49세,중졸,자영업자,3인,1인,장애인가구,8891.0
1분위,39세 이하,대졸 이상,상용근로자,1인,0인,장애인가구,934.0
1분위,65세 이상,초졸 이하,자영업자,2인,1인,한부모가구,2717.0
4분위,50~59세,고졸,상용근로자,1인,0인,한부모가구,5615.0
4분위,30~39세,중졸,임시·일용근로자,4인,0인,한부모가구,12087.0
3분위,30~39세,고졸,임시·일용근로자,4인,2인,노인가구,7331.0
1분위,40~49세,초졸 이하,상용근로자,3인,0인,노인가구,952.0
5분위,30~39세,고졸,임시·일용근로자,5인 이상,0인,한부모가구,13121.0
4분위,65세 이상,중졸,상용근로자,1인,1인,한부모가구,10701.0
2분위,65세 이상,중졸,상용근로자,4인,1인,한부모가구,5497.0
4분위,65세 이상,초졸 이하,기타(무직 등),5인 이상,0인,노인가구,13460.0
2분위,30~39세,중졸,기타(무직 등),4인,2인,노인가구,9789.0
2분위,30~39세,고졸,임시·일용근로자,5인 이상,1인,장애인가구,3434.0
5분위,65세 이상,고졸,기타(무직 등),5인 이상,3인 이상,다문화가구,9684.0
2분위,30~39세,대졸 이상,기타(무직 등),4인,2인,장애인가구,3271.0
3분위,30~39세,대졸 이상,상용근로자,2인,1인,다문화가구,5939.0
5분위,50~59세,대졸 이상,자영업자,5인 이상,1인,다문화가구,24895.0
4분위,39세 이하,고졸,상용근로자,1인,3인 이상,다문화가구,10767.0
1분위,60세 이상,고졸,기타(무직 등),4인,0인,장애인가구,1210.0
1분위,30~39세,초졸 이하,상용근로자,2인,1인,노인가구,1498.0
1분위,60세 이상,대졸 이상,임시·일용근로자,4인,3인 이상,노인가구,2639.0
4분위,60세 이상,고졸,자영업자,3인,3인 이상,노인가구,18459.0
3분위,50~59세,초졸 이하,기타(무직 등),1인,1인,노인가구,9440.0
1분위,30~39세,고졸,기타(무직 등),3인,2인,장애인가구,519.0
5분위,65세 이상,초졸 이하,상용근로자,5인 이상,1인,한부모가구,18027.0
3분위,60세 이상,대졸 이상,상용근로자,5인 이상,3인 이상,다문화가구,12368.0
2분위,30~39세,대졸 이상,상용근로자,3인,1인,노인가구,6030.0
3분위,40~49세,대졸 이상,상용근로자,3인,2인,노인가구,11380.0
4분위,65세 이상,고졸,기타(무직 등),5인 이상,0인,장애인가구,9926.0
1분위,40~49세,고졸,상용근로자,2인,0인,다문화가구,918.0
2분위,40~49세,초졸 이하,기타(무직 등),1인,1인,노인가구,3867.0
5분위,60세 이상,중졸,상용근로자,4인,1인,한부모가구,14076.0
3분위,40~49세,중졸,자영업자,3인,3인 이상,노인가구,13032.0
3분위,50~59세,대졸 이상,자영업자,1인,2인,다문화가구,6264.0
3분위,50~59세,중졸,상용근로자,4인,3인 이상,한부모가구,10212.0
1분위,60세 이상,대졸 이상,상용근로자,4인,3인 이상,장애인가구,1699.0
1분위,30~39세,초졸 이하,임시·일용근로자,3인,0인,한부모가구,2838.0
3분위,39세 이하,중졸,자영업자,2인,3인 이상,다문화가구,8369.0
2분위,30~39세,중졸,기타(무직 등),2인,3인 이상,다문화가구,2732.0
1분위,30~39세,대졸 이상,자영업자,1인,0인,한부모가구,1949.0
5분위,30~39세,초졸 이하,기타(무직 등),1인,0인,노인가구,37644.0
5분위,30~39세,중졸,상용근로자,5인 이상,2인,다문화가구,21283.0
4분위,65세 이상,중졸,자영업자,2인,2인,한부모가구,6279.0
5분위,39세 이하,중졸,자영업자,1인,2인,다문화가구,10383.0
2분위,65세 이상,초졸 이하,임시·일용근로자,5인 이상,1인,노인가구,3765.0
5분위,40~49세,초졸 이하,임시·일용근로자,4인,0인,노인가구,35669.0
1분위,30~39세,중졸,자영업자,1인,1인,한부모가구,1320.0
5분위,50~59세,대졸 이상,자영업자,5인 이상,1인,장애인가구,12279.0
5분위,60세 이상,대졸 이상,자영업자,2인,2인,장애인가구,15023.0
4분위,60세 이상,중졸,기타(무직 등),4인,0인,노인가구,7581.0
5분위,65세 이상,초졸 이하,상용근로자,1인,1인,장애인가구,29965.0
3분위,65세 이상,중졸,임시·일용근로자,2인,3인 이상,노인가구,5671.0
2분위,50~59세,초졸 이하,상용근로자,4인,3인 이상,장애인가구,8839.0
3분위,30~39세,중졸,임시·일용근로자,3인,0인,노인가구,8936.0
3분위,39세 이하,초졸 이하,임시·일용근로자,2인,1인,다문화가구,13792.0
1분위,40~49세,고졸,임시·일용근로자,3인,2인,한부모가구,2834.0
4분위,60세 이상,대졸 이상,자영업자,1인,1인,한부모가구,8902.0
5분위,40~49세,고졸,임시·일용근로자,5인 이상,3인 이상,장애인가구,14111.0
1분위,39세 이하,대졸 이상,상용근로자,1인,3인 이상,한부모가구,1545.0
4분위,65세 이상,초졸 이하,임시·일용근로자,2인,2인,장애인가구,8285.0
5분위,60세 이상,고졸,상용근로자,3인,0인,노인가구,8250.0
5분위,40~49세,대졸 이상,임시·일용근로자,3인,1인,다문화가구,29784.0
5분위,65세 이상,중졸,임시·일용근로자,4인,3인 이상,한부모가구,17660.0
3분위,39세 이하,초졸 이하,자영업자,1인,1인,다문화가구,5344.0
5분위,40~49세,초졸 이하,상용근로자,1인,2인,한부모가구,7000.0
4분위,30~39세,중졸,임시·일용근로자,2인,2인,노인가구,3392.0
1분위,65세 이상,중졸,임시·일용근로자,3인,0인,한부모가구,2048.0
3분위,39세 이하,대졸 이상,상용근로자,2인,2인,한부모가구,6644.0
4분위,40~49세,초졸 이하,임시·일용근로자,2인,0인,노인가구,7173.0
2분위,30~39세,대졸 이상,기타(무직 등),3인,1인,장애인가구,6701.0
4분위,30~39세,중졸,자영업자,2인,3인 이상,장애인가구,7000.0
4분위,39세 이하,초졸 이하,상용근로자,3인,3인 이상,노인가구,10708.0
1분위,50~59세,중졸,자영업자,2인,0인,장애인가구,1563.0
3분위,60세 이상,대졸 이상,기타(무직 등),5인 이상,3인 이상,한부모가구,8228.0
4분위,39세 이하,대졸 이상,기타(무직 등),2인,0인,다문화가구,4587.0
3분위,30~39세,대졸 이상,기타(무직 등),2인,0인,노인가구,6131.0
1분위,30~39세,초졸 이하,상용근로자,5인 이상,1인,한부모가구,1915.0
1분위,39세 이하,중졸,기타(무직 등),1인,1인,노인가구,1146.0
2분위,50~59세,중졸,상용근로자,3인,2인,다문화가구,8927.0
5분위,60세 이상,대졸 이상,상용근로자,4인,0인,한부모가구,40916.0
2분위,40~49세,대졸 이상,임시·일용근로자,5인 이상,1인,한부모가구,7167.0
4분위,39세 이하,대졸 이상,상용근로자,1인,0인,다문화가구,15634.0
2분위,60세 이상,대졸 이상,기타(무직 등),2인,0인,다문화가구,7354.0
2분위,60세 이상,고졸,상용근로자,1인,0인,장애인가구,4451.0
5분위,65세 이상,고졸,상용근로자,5인 이상,1인,한부모가구,17340.0
4분위,30~39세,고졸,자영업자,2인,0인,다문화가구,19253.0
1분위,40~49세,대졸 이상,기타(무직 등),1인,0인,다문화가구,1221.0
3분위,39세 이하,대졸 이상,상용근로자,4인,2인,한부모가구,5615.0
1분위,30~39세,중졸,임시·일용근로자,3인,0인,장애인가구,956.0
3분위,65세 이상,초졸 이하,상용근로자,3인,2인,노인가구,7801.0
4분위,65세 이상,중졸,상용근로자,5인 이상,0인,장애인가구,5760.0
1분위,30~39세,고졸,자영업자,2인,2인,다문화가구,2940.0
2분위,50~59세,중졸,기타(무직 등),2인,1인,노인가구,6010.0
2분위,60세 이상,대졸 이상,기타(무직 등),3인,1인,노인가구,8130.0
5분위,39세 이하,고졸,임시·일용근로자,1인,3인 이상,장애인가구,14204.0
5분위,39세 이하,고졸,임시·일용근로자,2인,0인,노인가구,10144.0
1분위,39세 이하,초졸 이하,임시·일용근로자,4인,3인 이상,다문화가구,891.0
4분위,30~39세,초졸 이하,상용근로자,4인,3인 이상,한부모가구,5984.0
2분위,50~59세,고졸,상용근로자,2인,2인,한부모가구,6334.0
2분위,40~49세,고졸,임시·일용근로자,2인,1인,한부모가구,6786.0
4분위,65세 이상,중졸,기타(무직 등),3인,0인,장애인가구,10953.0
5분위,30~39세,고졸,기타(무직 등),5인 이상,0인,한부모가구,8824.0
5분위,40~49세,대졸 이상,임시·일용근로자,3인,2인,한부모가구,16003.0
3분위,65세 이상,중졸,자영업자,5인 이상,3인 이상,한부모가구,5645.0
2분위,65세 이상,대졸 이상,기타(무직 등),4인,2인,노인가구,6472.0
4분위,50~59세,대졸 이상,기타(무직 등),5인 이상,3인 이상,노인가구,10423.0
2분위,60세 이상,대졸 이상,임시·일용근로자,3인,0인,노인가구,3449.0
3분위,39세 이하,고졸,기타(무직 등),2인,2인,다문화가구,12534.0
2분위,40~49세,초졸 이하,상용근로자,5인 이상,3인 이상,다문화가구,14048.0
4분위,30~39세,초졸 이하,상용근로자,3인,2인,다문화가구,12016.0
2분위,40~49세,대졸 이상,기타(무직 등),4인,1인,한부모가구,5164.0
1분위,60세 이상,고졸,상용근로자,5인 이상,2인,노인가구,1326.0
5분위,39세 이하,중졸,자영업자,4인,0인,다문화가구,14722.0
1분위,40~49세,대졸 이상,기타(무직 등),4인,2인,장애인가구,1110.0
3분위,60세 이상,중졸,임시·일용근로자,1인,0인,노인가구,9414.0
2분위,30~39세,중졸,상용근로자,5인 이상,0인,한부모가구,3496.0
1분위,50~59세,고졸,자영업자,3인,2인,노인가구,707.0
1분위,65세 이상,고졸,자영업자,5인 이상,2인,한부모가구,1643.0
1분위,30~39세,초졸 이하,상용근로자,5인 이상,2인,다문화가구,1518.0
5분위,39세 이하,초졸 이하,자영업자,4인,1인,한부모가구,12737.0
2분위,65세 이상,고졸,기타(무직 등),4인,1인,한부모가구,3300.0
5분위,30~39세,대졸 이상,자영업자,4인,3인 이상,장애인가구,17973.0
3분위,30~39세,초졸 이하,상용근로자,4인,2인,노인가구,5727.0
3분위,30~39세,중졸,자영업자,3인,3인 이상,한부모가구,8050.0
3분위,30~39세,대졸 이상,상용근로자,2인,3인 이상,장애인가구,17240.0
3분위,65세 이상,중졸,상용근로자,1인,0인,장애인가구,11042.0
4분위,39세 이하,고졸,자영업자,4인,3인 이상,장애인가구,4976.0
2분위,60세 이상,중졸,상용근로자,4인,2인,다문화가구,3310.0
2분위,40~49세,대졸 이상,상용근로자,1인,1인,다문화가구,5857.0
5분위,50~59세,고졸,임시·일용근로자,4인,3인 이상,한부모가구,9233.0
5분위,40~49세,대졸 이상,기타(무직 등),2인,3인 이상,노인가구,7187.0
5분위,40~49세,중졸,상용근로자,5인 이상,1인,다문화가구,19805.0
3분위,50~59세,대졸 이상,기타(무직 등),1인,3인 이상,다문화가구,9676.0
4분위,65세 이상,고졸,임시·일용근로자,3인,2인,한부모가구,10305.0
3분위,39세 이하,중졸,임시·일용근로자,1인,3인 이상,한부모가구,9454.0
3분위,50~59세,중졸,임시·일용근로자,2인,0인,다문화가구,8291.0
2분위,39세 이하,초졸 이하,임시·일용근로자,3인,3인 이상,한부모가구,4229.0
3분위,65세 이상,초졸 이하,기타(무직 등),5인 이상,0인,장애인가구,10461.0
1분위,40~49세,대졸 이상,자영업자,4인,1인,한부모가구,2775.0
